"Konto";"Kontobezeichnung";"Datum";"Belegnummer";"Text";"Gegenkonto";"Soll";"Haben";"Steuer";"Steuerkonto"
"1201";"Bank";"16.03.2026";"";"211754INC26020259 EREF: 211754INC26020259 MREF: 1754 CRED: AT97ZZZ00000076469 IBAN: AT922011184832273500 BIC: GIBAATWWXXX";"3200";"0,00";"52,99";"0,00";""
"1201";"Bank";"16.03.2026";"";"Julian Witeczek";"1800";"0,00";"6,77";"0,00";""
"1201";"Bank";"16.03.2026";"";"Julian Witeczek";"1800";"0,00";"500,00";"0,00";""
"1201";"Bank";"16.03.2026";"";"MARKETIM HYPERMARKT sagt Danke Gourmet GIR 79913981/DÜ14.03.2026 um 14:41:19 Uhr 79913981/043354/ECTL/NPIN 37062600/4041097014/0/1227 REF 853585/260046";"4653";"0,00";"40,89";"19,00";"1576"
"1201";"Bank";"16.03.2026";"";"Privatentnahmen Julian Witeczek";"1800";"0,00";"225,00";"0,00";""
"1201";"Bank";"16.03.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1360";"0,00";"1.000,00";"0,00";""
"1201";"Bank";"16.03.2026";"";"SMYTHS TOYS GMBH/KOELN/DE 14.03.2026 um 13:47:04 Uhr 54116523/260734/ECTL/NPIN 37062600/4041097014/0/1227 REF 048698/260046";"3200";"0,00";"15,99";"19,00";"1576"
"1201";"Bank";"16.03.2026";"";"sony dsc wx80 SecureGo plus IBAN: DE87330500000002792505 BIC: WUPSDE33XXX";"3200";"0,00";"100,00";"0,00";""
"1201";"Bank";"16.03.2026";"";"TOTAL Service Station/HAAN/DE 14.03.2026 um 18:26:11 Uhr 54708651/201850/ECTL/NPIN 37062600/4041097014/1/1227 REF 502303/260046";"4530";"0,00";"70,14";"19,00";"1576"
"1201";"Bank";"16.03.2026";"";"XA3W1I4PTUZXXAR0C5GFJNCDXB, Ebay, G13-1402687151353317230 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"146,69";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA3WTRRAVMGYHQYX7TDC945SXB, Ebay, G05-2388598206662397735 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"182,74";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA4BFCDD7YSDZRIWRFTJAYFNXB, Ebay, G10-1371630698445357659 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"40,16";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA4BLHDVBMWPGW0DYIQK6NRKXB, Vinted, payy46uurabauoi3myibsgjukfnna SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"153,09";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA4BUCGBGO2C8DCEDTVJHEJTXB, Vinted, payraldwuabipuipfm6dxdrzeojoq SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"95,75";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA4D7VXBETSNK6MWXK0XKFDAXB, Vinted, paydfpbzeybbiqyldwpmm3t5frlxy SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"102,15";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA4KG8WW9KL6GXPO3DLFQSKFXB, Ebay, G14-4839069263034139510 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"40,49";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA4KIS5KPVY5FE3QRLZB0PDBXB, Ebay, G20-3206496832751750190 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"147,69";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA4OVWZHXEJMOATKVHLPYPWAXB, Ebay, G06-8169086711988570615 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"147,69";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA4PZUSPD8YXMJ3WJTTLI5H1XB, Ebay, G06-5103605357707739623 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"106,19";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA4RNBEVMSJAJ5XDIBLXQKPUXB, Vinted, paygso22cqbmtvyjppkiii5q56sfy SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"132,59";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA4YKOXI4PA2KEDWUD9LDQDKXB, Ebay, G22-3433113569651671313 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"116,19";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA544TIZEDVLO9HHSHFTDKGZXB, Ebay, G15-9012876830355508588 TAN1:Auftrag nicht TAN-pflichtig IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"27,50";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA58PYE9ENWYUCAYAUX65GIRXB, Ebay, G19-5580151661546063013 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"269,99";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA5AZG0LLF1OFLIK7FIRVIG8XB, Vinted, payz7qlhdibvqni3imco3gegwypca SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"90,59";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA5BJFDH4FKFYCXIM7YEZIUXXB, Ebay, G13-1294113127051577845 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"256,19";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA5D1LLSFR0MLKCICLCXNJYSXB, Ebay, G01-6633348007126974847 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"67,20";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA5HWDS7KJJYGEMXKBIHCKBKXB, Ebay, G09-1638278395671301235 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"61,69";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA5J8GGSRB9R4NZLX3JQT4VPXB, Ebay, G10-612018660313875488 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"91,19";"0,00";""
"1201";"Bank";"16.03.2026";"";"XA5MDFKYUH9LNIAGTGSVBO4IXB, Ebay, G22-829485115004570255 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"147,69";"0,00";""
"1201";"Bank";"17.03.2026";"KSP_26_3";"Zahlungsausg.: Sammellieferant Dienstleister";"70002";"0,00";"151,63";"0,00";""
"1201";"Bank";"17.03.2026";"KSP_26_3";"Zahlungsausg.: Sammellieferant Fremdleistungen";"70002";"0,00";"51,21";"0,00";""
"1201";"Bank";"17.03.2026";"KSP_26_3";"Zahlungsausg.: Sammellieferant Materialeinkauf";"70002";"0,00";"398,85";"0,00";""
"1201";"Bank";"17.03.2026";"KSP_26_3";"Zahlungsausg.: Sammellieferant Privatentnahmen";"70002";"0,00";"25,40";"0,00";""
"1201";"Bank";"17.03.2026";"KSP_26_3";"Zahlungsausg.: Sammellieferant Wareneinkauf";"70002";"0,00";"154,71";"0,00";""
"1201";"Bank";"17.03.2026";"";"HELPLING. DE-31736761 EREF: STR16NAU9BHEZFUZXQCO8RANHHRDF6MYRV MREF: XFHCABESAQXVGAJA CRED: DE49ZZZ00002241921 IBAN: IE30CITI99005132956548 BIC: STTOIE22";"4250";"0,00";"88,95";"19,00";"1576"
"1201";"Bank";"17.03.2026";"";"Julian Witeczek";"1800";"0,00";"16,76";"0,00";""
"1201";"Bank";"17.03.2026";"150316032026_1";"Zahlungsausg.: SLR4MINQKGS3AJKA EREF: SLR4MINQKGS3AJKA";"70014";"0,00";"60,50";"0,00";""
"1201";"Bank";"17.03.2026";"150316032026_2";"Zahlungseing.: SLR4MINQKGS3AJKA EREF: SLR4MINQKGS3AJKA";"10083";"492,05";"0,00";"0,00";""
"1201";"Bank";"17.03.2026";"lx2026030241466";"Zahlungsausg.: lx2026030241466 BLLN-YJGR Lexware Office XL 69b5c858682d716bdcc29ada EREF: SD52-1293-5543-7519 MREF: 5697-6161-8966 CRED: NL08ZZZ502057730000 IBAN: DE39120700700037268718 BIC: DEUTDEFFXXX ABWA: Stichting Mollie Payments";"70001";"0,00";"117,57";"0,00";""
"1201";"Bank";"17.03.2026";"";"1048905644428/PP.6140.PP/. Picnic GmbH, Ihr Einkauf bei Picnic GmbH EREF: 1048905644428 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"54,52";"0,00";""
"1201";"Bank";"17.03.2026";"";"1048918112268/. Uber, Ihr Einkauf bei Uber EREF: 1048918112268 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"26,19";"0,00";""
"1201";"Bank";"17.03.2026";"";"1048939716639/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1048939716639 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"77,69";"0,00";""
"1201";"Bank";"17.03.2026";"";"1048940126656/PP.6140.PP/. , Ihr Einkauf bei EREF: 1048940126656 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"97,00";"0,00";""
"1201";"Bank";"17.03.2026";"";"1048940172821/PP.6140.PP/. , Ihr Einkauf bei EREF: 1048940172821 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"87,00";"0,00";""
"1201";"Bank";"17.03.2026";"";"1048940184597/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1048940184597 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"55,14";"0,00";""
"1201";"Bank";"17.03.2026";"";"1048940220038/PP.6140.PP/. , Ihr Einkauf bei EREF: 1048940220038 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"85,00";"0,00";""
"1201";"Bank";"17.03.2026";"";"1048940447708/PP.6140.PP/. , Ihr Einkauf bei EREF: 1048940447708 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"115,00";"0,00";""
"1201";"Bank";"17.03.2026";"";"1048940490742 PP.6140.PP . , Ihr Einkauf bei EREF: 1048940490742 PP.6140.PP PAYPAL MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: DE88500700100175526303 BIC: DEUTDEFFXXX";"1360";"0,00";"80,00";"0,00";""
"1201";"Bank";"17.03.2026";"";"canon g9x SecureGo plus IBAN: DE48120300001003715305 BIC: BYLADEM1001";"3200";"0,00";"350,00";"0,00";""
"1201";"Bank";"17.03.2026";"";"ESSO TANKSTELLE/Duesseldorf/DE 16.03.2026 um 20:06:19 Uhr 78103299/207328/ECTL/NPIN 37062600/4041097014/0/1227 REF 454798/260046";"4530";"0,00";"100,23";"19,00";"1576"
"1201";"Bank";"17.03.2026";"";"GRAFENBERG/STADTSPARKASSE DUESSELDORF/DE 16.03.2026 um 09:56:58 Uhr GA 30050110/00002465/81155 Auszahlung 200,00 EUR Entgelt 6,95 EUR 37062600/4041097014/0/1227 REF 605816/260046";"3200";"0,00";"206,95";"0,00";""
"1201";"Bank";"17.03.2026";"";"Kd-Nr.: 6113567908, Rg-Nr.: 1504942748/8, Ihre Tarifrechnung EREF: 3304703173590001504942748008RCUR MREF: T0010001B000006113567908 CRED: DE9700000000142462 IBAN: DE49700400410225563601 BIC: COBADEFF";"4920";"0,00";"56,96";"19,00";"1576"
"1201";"Bank";"17.03.2026";"";"LS Kochi Restaurant/Wetterstrae 2/Dsseldorf/DE 16.03.2026 um 19:15:08 Uhr 50795626/004811/ECTL/ 37062600/4041097014/0/1227 REF 545656/260046";"4650";"0,00";"111,50";"19,00";"1576"
"1201";"Bank";"17.03.2026";"";"LS Kochi Restaurant/Wetterstrae 2/Dsseldorf/DE 16.03.2026 um 19:15:08 Uhr 50795626/004811/ECTL/ 37062600/4041097014/0/1227 REF 545656/260046";"4654";"0,00";"47,78";"19,00";"1576"
"1201";"Bank";"17.03.2026";"";"ps4 slim + controller SecureGo plus IBAN: DE93310108339913399832 BIC: SCFBDE33XXX";"3200";"0,00";"85,00";"0,00";""
"1201";"Bank";"17.03.2026";"";"SumUp .Soboro Dusseldorf/Dusseldorf/DE/0 16.03.2026 / 18:34 OrtszeitCICC/FPIN MC4EA6Z6 37062600/4041097014/0/1227 REF 760365";"4650";"0,00";"19,25";"19,00";"1576"
"1201";"Bank";"17.03.2026";"";"SumUp .Soboro Dusseldorf/Dusseldorf/DE/0 16.03.2026 / 18:34 OrtszeitCICC/FPIN MC4EA6Z6 37062600/4041097014/0/1227 REF 760365";"4654";"0,00";"8,25";"19,00";"1576"
"1201";"Bank";"18.03.2026";"";"PE Niklas Flachs";"1800";"0,00";"710,00";"0,00";""
"1201";"Bank";"18.03.2026";"150317032026_1";"Zahlungsausg.: SLR1ABFMXMN3S0RF EREF: SLR1ABFMXMN3S0RF";"70015";"0,00";"103,55";"0,00";""
"1201";"Bank";"18.03.2026";"150317032026_1";"Zahlungsausg.: SLR7775938IWES7S EREF: SLR7775938IWES7S";"70016";"0,00";"17,00";"0,00";""
"1201";"Bank";"18.03.2026";"150317032026_1";"Zahlungseing.: SLR2VC0WOSVW4GQM EREF: SLR2VC0WOSVW4GQM";"10087";"1.074,98";"0,00";"0,00";""
"1201";"Bank";"18.03.2026";"150317032026_2";"Zahlungsausg.: SLR2VC0WOSVW4GQM EREF: SLR2VC0WOSVW4GQM";"70018";"0,00";"98,03";"0,00";""
"1201";"Bank";"18.03.2026";"150317032026_2";"Zahlungseing.: SLR1ABFMXMN3S0RF EREF: SLR1ABFMXMN3S0RF";"10084";"1.009,15";"0,00";"0,00";""
"1201";"Bank";"18.03.2026";"150317032026_2";"Zahlungseing.: SLR7775938IWES7S EREF: SLR7775938IWES7S";"10085";"199,99";"0,00";"0,00";""
"1201";"Bank";"18.03.2026";"bm_invoice_20260317-EU-H-9953404";"Zahlungsausg.: Backmarket - Kommissionsgeschäft EREF: MOB.077.EE.POS00060288";"70019";"0,00";"3.278,69";"0,00";""
"1201";"Bank";"18.03.2026";"bm_invoice_20260317-EU-H-9953404";"Zahlungseing.: Backmarket - Kommissionsgeschäft EREF: MOB.077.EE.POS00060288";"10088";"19.070,82";"0,00";"0,00";""
"1201";"Bank";"18.03.2026";"";"2026-008 SecureGo plus IBAN: DE11500105175448980817 BIC: INGDDEFFXXX";"3200";"0,00";"1.022,00";"0,00";""
"1201";"Bank";"18.03.2026";"";"ACCOUNTONE.DE EREF: STR16NAU9URKY9S5TQJO5RANV9W3KM5KOM MREF: LFHWDD2GJNDKV3UB CRED: DE12ZZZ00002033164 IBAN: IE30CITI99005132956548 BIC: STTOIE22";"3100";"0,00";"117,81";"19,00";"1576"
"1201";"Bank";"18.03.2026";"";"Ali Express SecureGo plus IBAN: DE25300400000496409400 BIC: COBADEFFXXX";"730";"0,00";"308,39";"0,00";""
"1201";"Bank";"18.03.2026";"";"Deutsche Post AG KD6371266059 2802285236 VFTN5301 REF1567211229 DAT13.03.2026 DHL PAKET INTERNATIONAL (53 EREF: APM200023872058 MREF: POSTAG1000000000891959 CRED: DE65ZZZ00000210259 IBAN: DE28512108001095024395 BIC: SOGEDEFFXXX";"4910";"0,00";"119,00";"19,00";"1576"
"1201";"Bank";"18.03.2026";"";"kameras SecureGo plus IBAN: AT083817000000011866 BIC: RZSTAT2G170";"3200";"0,00";"1.850,00";"0,00";""
"1201";"Bank";"18.03.2026";"";". MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel/ABBUCHUNG VOM PAYPAL-KONTO EREF: YYW1048988113834";"1360";"112,05";"0,00";"0,00";""
"1201";"Bank";"18.03.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1360";"0,00";"1.100,00";"0,00";""
"1201";"Bank";"18.03.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1360";"0,00";"4.600,00";"0,00";""
"1201";"Bank";"18.03.2026";"";"XA4DN1HREQHX1WC4D1SWJHXYXB, Ebay, G05-8302714584359454363 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"230,00";"0,00";""
"1201";"Bank";"18.03.2026";"";"XA4F0CN2JXSJCNGRLRQKQUOKXB, Ebay, G05-8081963924644906980 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"89,68";"0,00";""
"1201";"Bank";"18.03.2026";"";"XA4HIJ4XN4FCXWPVZI5HUURMXB, Ebay, G22-4370923808909705765 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"256,19";"0,00";""
"1201";"Bank";"18.03.2026";"";"XA4MW1JCVFKQXF2CQH9DGBHRXB, Ebay, G12-110328461565905862 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"172,69";"0,00";""
"1201";"Bank";"18.03.2026";"";"XA4NWIKK3DIHTHD5EULNUNEEXB, Ebay, G23-8664347330630797377 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"103,19";"0,00";""
"1201";"Bank";"18.03.2026";"";"XA59CWM86MM7MV4TSPRPHJL5XB, Vinted, payhpwru3ybut2yvlghn37bayuyza SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"111,60";"0,00";""
"1201";"Bank";"18.03.2026";"";"XA5SY0XVWEWXFPVDCF1MPJIRXB, Vinted, payvvlx6nqbf6ky3p7radqz7vthwa SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"96,90";"0,00";""
"1201";"Bank";"18.03.2026";"";"XA5Y1WVSGMQC2EZNHLX04XGTXB, Ebay, G17-8315972486320701971 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"147,69";"0,00";""
"1201";"Bank";"18.03.2026";"";"XA5YANLVALSSEOHB0R1FLYLGXB, Ebay, G12-2980734127984756041 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"90,69";"0,00";""
"1201";"Bank";"19.03.2026";"";"84354466929 Untern.-Police / 68.97 Nachtr. 19.03 EREF: 229029580173 MREF: MR0000028519900 CRED: DE6300100000136090 IBAN: DE21500604000008012247 BIC: GENODEFFXXX";"4360";"0,00";"68,97";"0,00";""
"1201";"Bank";"19.03.2026";"";"Julian Witeczek";"1800";"0,00";"21,80";"0,00";""
"1201";"Bank";"19.03.2026";"160318032026_1";"Zahlungsausg.: SLR6Z8KWS66BJDCM EREF: SLR6Z8KWS66BJDCM";"70014";"0,00";"257,66";"0,00";""
"1201";"Bank";"19.03.2026";"160318032026_2";"Zahlungseing.: SLR6Z8KWS66BJDCM EREF: SLR6Z8KWS66BJDCM";"10083";"2.437,26";"0,00";"0,00";""
"1201";"Bank";"19.03.2026";"170318032026_1";"Zahlungsausg.: SLR4VX6NCSRIC3IP EREF: SLR4VX6NCSRIC3IP";"70018";"0,00";"32,57";"0,00";""
"1201";"Bank";"19.03.2026";"170318032026_1";"Zahlungsausg.: SLR6Q934M88WKA93 EREF: SLR6Q934M88WKA93";"70015";"0,00";"107,99";"0,00";""
"1201";"Bank";"19.03.2026";"170318032026_1";"Zahlungsausg.: SLR73DF3V60GCFW7 EREF: SLR73DF3V60GCFW7";"70016";"0,00";"136,42";"0,00";""
"1201";"Bank";"19.03.2026";"170318032026_2";"Zahlungseing.: SLR4VX6NCSRIC3IP EREF: SLR4VX6NCSRIC3IP";"10087";"289,98";"0,00";"0,00";""
"1201";"Bank";"19.03.2026";"170318032026_2";"Zahlungseing.: SLR6Q934M88WKA93 EREF: SLR6Q934M88WKA93";"10084";"930,94";"0,00";"0,00";""
"1201";"Bank";"19.03.2026";"170318032026_2";"Zahlungseing.: SLR73DF3V60GCFW7 EREF: SLR73DF3V60GCFW7";"10085";"1.377,35";"0,00";"0,00";""
"1201";"Bank";"19.03.2026";"";"1048987775852/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1048987775852 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"150,60";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049002503907/. EBAY, Ihr Einkauf bei EBAY EREF: 1049002503907 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"96,19";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049002564659/PP.6140.PP/. , Ihr Einkauf bei EREF: 1049002564659 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"70,00";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049002612386/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1049002612386 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"137,24";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049002694918/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1049002694918 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"94,89";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049003297551/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1049003297551 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"95,19";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049003331002/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1049003331002 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"100,00";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049003352113/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1049003352113 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"101,19";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049003422102/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1049003422102 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"101,19";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049003590359/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1049003590359 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"79,49";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049003648318/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1049003648318 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"156,19";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049003709939/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1049003709939 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"131,64";"0,00";""
"1201";"Bank";"19.03.2026";"";"1049003761310/PP.6140.PP/. MGP Vinted - Kleiderkreisel, Ihr Einkauf bei MGP Vinted - Kleiderkreisel EREF: 1049003761310 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"201,17";"0,00";""
"1201";"Bank";"19.03.2026";"";"15414 SecureGo plus IBAN: DE83303512200091306167 BIC: WELADED1HAA";"4969";"0,00";"220,25";"19,00";"1576"
"1201";"Bank";"19.03.2026";"";"2214900965 TAN: Auftrag nicht TAN-pflichtig, da Kleinbetragszahlung IBAN: DE22860704070119818300 BIC: DEUTDE8LP37";"4920";"0,00";"14,00";"19,00";"1576"
"1201";"Bank";"19.03.2026";"";"BING GO/DUSSELDORF/DE/0 18.03.2026 / 13:53 OrtszeitCICC 40416288 37062600/4041097014/0/1227 REF 114481";"4650";"0,00";"12,29";"19,00";"1576"
"1201";"Bank";"19.03.2026";"";"BING GO/DUSSELDORF/DE/0 18.03.2026 / 13:53 OrtszeitCICC 40416288 37062600/4041097014/0/1227 REF 114481";"4654";"0,00";"5,26";"19,00";"1576"
"1201";"Bank";"19.03.2026";"";"IKEA 321 DUESSELDORF DANKT 170318290168056271200003210 ELV65448866 17.03 18.29 Der Einzug erfolgt im Namen und auf Rechnung der PAYONE GmbH EREF: 17031829016805627120000321065448866 MREF: G544886676372603171829 CRED: DE16E0100000020245 IBAN: DE15302201900";"490";"0,00";"172,94";"19,00";"1576"
"1201";"Bank";"19.03.2026";"";"Kd-Nr.: 6113567626, Rg-Nr.: 1511356110/8, Ihr Ratenplan EREF: 3204582132630001511356110008RCUR MREF: T0010001B000006113567626 CRED: DE9700000000142462 IBAN: DE49700400410225563601 BIC: COBADEFF";"4920";"0,00";"35,00";"19,00";"1576"
"1201";"Bank";"19.03.2026";"";"nintendo switches SecureGo plus IBAN: DE58300209003233709565 BIC: CMCIDEDDXXX";"3200";"0,00";"440,00";"0,00";""
"1201";"Bank";"19.03.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1360";"0,00";"1.900,00";"0,00";""
"1201";"Bank";"19.03.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1360";"0,00";"3.500,00";"0,00";""
"1201";"Bank";"20.03.2026";"";"Julian Witeczek";"1800";"0,00";"19,20";"0,00";""
"1201";"Bank";"20.03.2026";"";"REF-6C32172813D2FE6AC8 EREF: D-00591BJN3YSF MREF: YYMEHQ5 CRED: DE5647000002197951 IBAN: FR7617118820080000001077102 BIC: GOAAFRP1";"630";"0,00";"2.454,80";"0,00";""
"1201";"Bank";"20.03.2026";"";"REF-6C32172813D2FE6AC8 EREF: D-00591BJN3YSF MREF: YYMEHQ5 CRED: DE5647000002197951 IBAN: FR7617118820080000001077102 BIC: GOAAFRP1";"2120";"0,00";"478,68";"0,00";""
